stage,batch_index,s_partial,batch_size,sigma,curve_index,BITS,TPI,word0,word1,word2,word3,word4
begin,0,1,200,12345678,22,1024,8,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0x2,0x1,0x9,0x5e30b20000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008
begin,0,1,200,12345678,23,1024,8,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0x2,0x1,0x9,0x5e30b28000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008
begin,0,1,200,12345678,24,1024,8,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0x2,0x1,0x9,0x5e30b30000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008
begin,0,1,200,12345678,25,1024,8,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0x2,0x1,0x9,0x5e30b38000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008
begin,0,1,200,12345678,26,1024,8,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0x2,0x1,0x9,0x5e30b40000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008
begin,0,1,200,12345678,27,1024,8,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0x2,0x1,0x9,0x5e30b48000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008
begin,0,1,200,12345678,28,1024,8,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0x2,0x1,0x9,0x5e30b50000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008
begin,0,1,200,12345678,29,1024,8,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0x2,0x1,0x9,0x5e30b58000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008
begin,0,1,200,12345678,30,1024,8,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0x2,0x1,0x9,0x5e30b60000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008
begin,0,1,200,12345678,31,1024,8,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0x2,0x1,0x9,0x5e30b68000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008
end,1,201,200,12345678,0,1024,8,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0x9b6b5adc25764437b668ab775c12ebea0a8535c479bbfeb5db4f40783813bbd7f886e3f435386b83555de0c07cb3bd0fc19881e8d70b497204d474df7a8fef7b07,0x1d1e6b592978c72bacd384ae66ba3ff968dbe6b19c6a259fde716deb2f6c1e18ccfa3b623ab88a99ff7870f2ab8ad499b09567307c91a46f732555788b8893940f3,0xbdb19c8dec032a81cc56ee17837b725ebf261b2fd904950df12a454bca1f3943583f6c45bdd4e4b23dbf29e2838ae5bcf61b22b030a66019a5993ddc6c228128b5,0xebc4a8b442e24f6b934021386a8b2ca070b0a883ec0c48d7664d2ce5c1cac9bbc50b0b3f8347d88ce173b7b6ec19023627aae4df8b52d5a232a202a2753351a807
end,1,201,200,12345678,1,1024,8,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0xa790ee9831cfce8becc0d27db8dac9b0e19e8052dd20791777688b3aecf0b33338b2149d2fb9b40351f0f9c6c087b784d5d4fcf8735ea21a8547a49ef9d5d89584,0x1e35c7e87c2f124c5bc7195e0b7e0b7f5efc0403c01a68933b4b3ae65a86d4091d05c27a3b18f269c03d383368290a4a3e2581b0137398beb35aa6c7a74407c0796,0x1802a964e695d58f53469d7c364de8f5679ba0757e61984f842a1230c8e616042fce062bf3411ae4177f20a46e1915cf58fe25a905f0b4e053205510af8fc8443d8,0x1a874fc3e777e0e59a4a8fd172ea0c8a8582e8f7d38959df16362919f176bf11eeda04e5d88a4cc9f06f77fd330fc4cea1a6f5c1ee63c866a910602be810fc3531c
end,1,201,200,12345678,2,1024,8,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0x107af7d7e8a3cd6633b31a191907ff093c9bbd5b7491cbc02cd78a043eb9979876110a76ae1456d4d0c42cc71845f9c571c1172f125c0f8cee3fef212a2091341e5,0x204e7fc03987043c9c07331bc304a857270340973ecd48c0ae80f1f36941b909d2df4fad22f8282f169c0fd1243bb4453dc82eebd2aa8deb525367fd3dd84f84db,0x16acd6132eae326458b64d3b3e50c3ff8a8b3568ca7e995407ec0f79aea7fac6c08f33d19deee8d5f0a5f7c98b7c90d2d73b417e67197238a2eb153a897ef2039b2,0x8ce5d1848ff6fa8715c788790897859ced4218aa4ae9773aa919a088c5ff94b1768262bf4d5609763028394a282d4fd2dc01386b56984cc35e13c93f929e4c03d4
end,1,201,200,12345678,3,1024,8,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0x14b2238583bef3cb713a71b8bfc1939b6e76a8efe247e3f7867aa19c37fa9fe5ad9e37efcfe39a387067c15d6af86b47d3490ec3183fd9e322a4bc947a78f628c5a,0x17948c6f7872c0e0989d37c1282c57db201de9c37fb78de651c2b9fdba5f86cabb296dc216ed2cd5760a11930403f4ac9e815062904fee997070b6d553d6da825a1,0xa7d3014e5ede70bef2cf54a855ce422dda78c9d57f0143de0f9ab54d3a63c7cacd146c24f2d2ece8a12d713868b75b83a152e14f07e4e056598340d5dead9928f1,0xc045efa9dcff12b9eb60fb402632e40f1a9b439310afe4007df7444a8f6b328cb598d58cb16952a9ae4be81600d6f8b3672dff92eea902bb4f929fb5b956c3ce7
end,1,201,200,12345678,4,1024,8,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0xcf8b2c92ef8a56128e57cff7e38c0b45fe44e9efa317ca84944a89f2a056277b75629563730f6e54956e5cf715da616a12380516b985e568a6bcd0f8e6c8286393,0x1740574a788039e2483251885aed31ec768211cc10184a27c68f35271735c22dc6e120c089a617e82450a7cdd7d6227201babb3ee8917c1a893d47a2bbd92daab5,0x12872e0da60201ab8eb999e242a139fcbaf85f17daa19a2356e6e95fd5918f6d16efebb795930971e221880c5ea0efc8f9bcfc5cb82160d181e977eea3f8a0f77de,0x11ffc3a83ece4431c5dab649668a6d0f9c6ee7da4ecc2ef7aeb93b384d8a58e0ad75b28e7e17de9ab703a8fdc963dece59792b0b4ff7b1cbf78a612c878ff131917
end,1,201,200,12345678,5,1024,8,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0xd5d09b4b1c2486dda1336b0894811747e033c11cc2f7ec210faeda752f490004ec0727b4cb05e35fc4efebfdbb104ea11f0ea5e5c5728ba6fccc89feb38684759b,0xabc893503a98ea2b40fc2839b49e30cda9421046ced87ecfb0d1f39e789d14dcfa03471e6b239ecf0f5e935992a1d22e88a22654afde25933ed9fcc968af25dafe,0x574b3af405bd0a60655bf1ab88b348cc7f5da321e4ca592acaaa2e374247d99776c8c897eb0e2713744758732fa5b0069cfe579fa6ae1b06a23fc289cd051176ec,0x2b55fa79d48e7bd22b675f2ddec2ea63de92d27139031aec4f5887cf50365a94423379d09cd0f38065b2bb18de874e705a200c821588667a4e69790d18a7785048
end,1,201,200,12345678,6,1024,8,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0x1b537036ea11378a534560fa600ad9921793a22f53d9df6dbbd65f0d79dd992dc842fc9fb63b65fa2af66236e5b6633ff8997c2d8dfeeb4e6cfe2f268479788529b,0x17e065f6ec87476d9cc97877e0b8a08c92000c4fe028e0c53422ab0a13e17f49bf5a9d41091982f77ec4f2feb04d6cc77cf8fd60819067efeb3b5589b62d7f0a4ea,0x1d98da71770151387a5173129fe42ccb2c90d82a6c87d58fc1c797d23ed76360e2f2f03aa3985a4e9c93d2297243193804b2a307e75efb7d0f540fc1e439395bee6,0x1be0b6c68a60ef640692362779a6133e90f6cba531072a45457d54cf93ee96afedcdef1fa962b7e7997f6b99614ca764d01f2ecc3aaaecf47ebf3fbb02b106c30cc
end,1,201,200,12345678,7,1024,8,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0xb887f0603479cb02a3f45e5b85d087623b3f1107484f2aa2afd039082130f01ab4334e8affb8fda2b1bd74c9c63c4f25f7112967b1b0a349849ebea7964b763efd,0x4330f0ce5b64479ecfaa5e3f5ec338b31bb54712438ded96a18a3debecb7d01e642d81e44997901cb81a1f380815f6804cba6ea5070f401fcd4075603ba8985daa,0x18542aeeee4fdcfa9365e37dfa7368420b014592242c0a6d07103d3f4d7b14bcd3293c4d7b7bee0cf6bf2a58e90dd033de9979e0e640a4af1d5a87dbeb1431604e5,0x1a1a0548a8f2922d359132ba708d630d215733f1ec08138f7e1de84725052acedd20cd6febe8461e4bb75c07bebb4e49e0b39c8dd7b4ec5b637bcefd76c935cf93e
end,1,201,200,12345678,8,1024,8,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0xa0f6d0ac813f0e17ae7ef4a5b88c72193cb3de3ed5828e87c7d70f24743922a7c39edf3052558069c1e8f2eacdabc8180550f6d6ba6f02246d1a0318e8ba92e25d,0xffae91558950eaea9d1d690e644824330d6972ca6c5640abb92d11dcfbcda19541906ef9e102721166eeeb037907fe85f709d7dc11ed61e4b2168f85b449d82739,0xa82a6fb18fe796ec1f17bf83bbc11232cbd22463c66140d4b552ad880072ff7acc319a33cfea9144a0960f434595405a07797620f8692f6b0553cc0d83eb911eb5,0xcb889a2c180cc23365693dd747862d75495a9f2b63cb21f06be85fceaf5474a1f108adfe2526cf7d1136301f7400e6eb618f9d46f3fd363244d084179a5bd1bf6c
end,1,201,200,12345678,9,1024,8,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0xde66c5f0d4308bd6521097071f4399fead54532a2f699fad0d227fe545aea18936297061f8eebe29240fbb3be2c3919f160f5a9630519cd1b7b70ebde324a2236,0x1a68b7da5b398053b24e0e6111a3fe422dd9675c67c1e9ccfc4dc196877c784efa9a40bfc7bb0e9c6d7a68d3f7cf0f46ffe7a5d105984107e2d2e3be58f55fabd87,0x1ac250c5b2aac30db14e3f007afee7b4bab4b5a9ae6c8bc7f4e77483d07cec5c91550a9068aa42dcd7fd136cd3827a7d3aaf80f3fc26d7ab921f69631f6c0959178,0xec8e518d0eba5888c8997b79b56367b9326836da60bfdc0ba417c260eeae3d29c828cbad8faebc79b312079b68a9da84e6f1d95feabd89bd4cd692945b347a9a9e
end,1,201,200,12345678,10,1024,8,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0x113053a07db56eb6613e81f07c4863e8d458ac78dec49dc1daf0bd084b39c825e2fad9a060737a87decf1ade31c0debbc14ac58795556ae6c8129e2018750d6b296,0x13b9e1c88be58de680bc7bf0a768cd2a6ceece59f4d3fa5575c098490f6fddb854908a76d5b9f40ab6aec2125ae14cc404521c3d2fba29a82cd9f611ec78a93823,0x1a384f96ed8b442341536a554282877db745f653c26c495071d82ce00807af50068241cd91ea49389c6e40954d26b972b847a879a08f408cc0b74e23312f0392a7e,0x2fd920d685a3dc16d68538fc82b0a7c27e86d1fbb2ffef9ddec4fc1d14a7fc0969ccac1d45f952de2fb6962150240bcef67c4963f04170d1b034d1a26bb0cc1ca2
end,1,201,200,12345678,11,1024,8,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0xdf563d9215f5de1e860029f02c0e8d73a65be3b490569a94785c0a76a68abb77a3f16d86b8f876e092ef0df990d0869e5b09b3d23c8e0193ff0307044a1f418f98,0x633a00e2d1c2719f58bff6ac44a5ad02bdf34a497e54bd5da3b924aee8e7d7bf8fd915fe5e6af60fa9f5df3ba2f197140aa7c578046a6ef4e7dc8b188fd32c8ba3,0x6a9163b4ccbc19fb8895245b036ff1dfe16010872402a54c6959d35c2112261faef0331957838770c8ac5a2d53461da067068277313a78b05202fe0817ac29df55,0x9bf0c941de23f7733ad2971542d4b64deea59e09814161c92a9f0add47a270d720a10dc71884ba193cfef819ededa33901de4eb821eb53e58fa83e3ae06aeccae6
end,1,201,200,12345678,12,1024,8,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0x19ef6334b0ee16f26de279b12bcd2d7cf608a1378bf4e44c698375260f725ce5e457d7bb7922936c8eb97ef6fb4e72dbff9d247656e30a4ca5a38d9791d2b1fe1be,0xa14aa6c35ddb2e100792a34f8110c85eabcd3fab863c7084c5f59a6e039d9985f85ce4e5e656d325da75bd4508484bb35a6a09e33cbe755b35169d0267d09129e7,0x29a31cd7351dde7450966913e7f837f8250d8260bead2aedcc415ed79b5ccf1c20880965984006ab2951b0f8d52c368efdae69b8d8905bb5d37926eace75375611,0x19d4c14ed499322054fb6108f59c2487daad835a628d21b93d2118cb74fa287fc7e02ccb414c9eeb5cc7b6f4cd6755ca5f19d5012a20b0b1b054a99f696b484f673
end,1,201,200,12345678,13,1024,8,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0x122fb0843a4ea1fea78594801c9c654a11cb6f961b9cd974d3dfd1cf532233a8cdb7372aaff50a807843990b14248d103a983ac5d8eb53f0db3a4a995d3b9258983,0x4dbee31b4a725edd52a8593a9b8c2b2304029a3dde8f1a1d6be4cab7b6a3d82bc0217ec04c09b143b33103711ffa95aab65a381c7a5a9615322bc0480e30a2c315,0x1abc7ee53d1d7ebc2ce9cb314ee17c963511ab8d94d4a9c4da58f8daf8a7b3b10fab3b4092113815a6149ff7fadf543eca066526d78472faed91074a3b202d4e133,0x1eca7f0e7366db950a83b60c04507fbf6b6c9ef870f904dd2922a29467bf78deb096ab6c2cec91f27f70775202532546618442b9f473f178de5092d5504ab2f2198
end,1,201,200,12345678,14,1024,8,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0xd9b2714dd345560c7d34e9fc07fc8a88d92b5dbcdb63874ca16f708ffc9e24b0eaa40902c0aa36968db79c90ac070cce02f63589ac6753b840754d7cbe31badf5,0x820001e733cd17bc02335ebacdb5d9419ae7fe7eae8848da9b5bfd25df4d805855f8cbacabdfd672f451e09699dcbaa3b9fbe452dc84785532bf42a15324556d9e,0x17f32ff7e8dbeb4bd175834b247b42bfddc10dbe0c80043bef83e7ecf4e43dc7be7670e9cefee180125db1d219ed8b1479fae11c01a3ac1f11a2825cfe8939146fc,0x1eea2433cce9e58d6ef045f22bee2aea5e42f90290cac5cd12bad46a049db7884ff4269586ab3b56b3e4861137aed399dbfd3a5acf8e6588015fbee808186bc8de3
end,1,201,200,12345678,15,1024,8,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0x18b7e4bd36d24791ba3bf909dc8ac5a9eef6cf633130bcf6c5ff2a0869cb063efd9e6a1b6b15835c53c63cb4419257d5b7a85c282d245dab910e8e19dc3b8ea363f,0xbb6e53079efd54fc43359505a02a0e21d24e512e5fb6ad4f63e7d7c18594d92ed74347261eccf5f3bf8f0736b66fcc48e8837ed53d93a0c3d666fa6317f68d695f,0x1425d66f2263d6971106d17a0a07674c8f56490887ae6342acd6363c7998529c7d67e49cd2d5594a4ae222716dd0e06ed1aafbee576974e88519be8188831fac81c,0x12de25c61cf1fa452755724955ca4bbf38961034b5ce770582092332a06eb417d9887abcf263535cdb2e932f59144d32d1abf3b5e2174a5b58e3f2693dbca2cb919
end,1,201,200,12345678,16,1024,8,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0x166495bac443e5bc340e87e11e36551f63131fa0818547dce0238a6ef8406f9b01b7f72c0487bb9747d24a5b92af2771c02d19689868468c7729bbfebadd3a2e6ea,0x7476233915f233b20a1fb0898680ee70cf7b4bf2a2f5081c373386dcc7c89246626c7ff669479ac9d20d1795091789921f3165016705bc3f49ee5994c6cdf2be00,0x19fe7869c2f888978f11d80aecb9ca6e9d12ee34a3afdc38714ad4d5afc02635a8bd0ec3a7ea81cc8ead9a98b8a11c2c187d9ddd2f86a7c0fe52e25fe8c9ccd40a6,0x1729cef9ea2d427a15e396a8d2195d017a617b2f47f716b5892bb0bff15e1d68ddc211f0d99ea6daa4b2914b46de6f2f73444f4a3a7f29bb26cd5ff2963a09dfc9e
end,1,201,200,12345678,17,1024,8,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0x22a1ad642d52d7a69d7964629a0119e0c4ba9b3f130d229cdada979c748bb797e863913bb691c8e1589208f80a1ded5d97ac9c86ff20e7b646899d34af286904c6,0xfcd48070decfa1c4e2fe086a054a3472c239bd1849dcfcc79fd441d8735d8f0080e379310aa0840555a7c4e396f9a1d024b97d920195b78961946d0fcabc7b371d,0x1f008aa2d64bd58303d9ee9206c8af0f14adb007a8bac1ef7ae03c83b2b8ead1593b3af0b4f7cc49ce2019f2cece3aa727d283316bdea316410a84d223b1b231cf6,0x17c9960244fbf124109729e8d264eb719cf1550bfbd2ac39c683f186399fb486175ebaba5fb59aeda401fe840af195f12c2f21d5395bf834f5ed99d7d54f7863d72
end,1,201,200,12345678,18,1024,8,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0x113cb19c985d3aa34bf8dc589dc6c03bcd2a94b24c08d06327ab1be9416af812499bbc5fd7696403fe2c3e0878b8f40f139b1a92233abd8dfb493072fa10c591990,0x34cb1d5041e3e41d572d977e95c7a1fdb7531eeef66c503d0f9bbdbcf3853091ef8c13ba62d4b3ebfa609ca14b12ab4d8ae51c8748008324a6efcd7b66a2fefc1e,0x1831cfa845770661718983f14a335c8e7aeda80ac7ebab1357fa8f0a3a19d282bb0c449fe4f14543204ca7fb5f1518ebfad2f52bfd376988d2c6e106ca5c0afd1ab,0x1980a839d9c867a52c1127ea3af0e7fc78642104d2a3286790a8426653d4dca714c82f592187d35a7a36dfc19967ff3fb4f0d6e2ee13130b56a42dd7255a7b6e98
end,1,201,200,12345678,19,1024,8,0x1ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0x1b753a2c54f81ad6b4a33b01c07cc7474adb8f93fc40907a53eb4d933e3a58dfe0df4fdcccf19f8742daaddfd6b1c81f72d6c51a289659a04aebe414f3191d9904c,0x15a6e46add2183f64cec1fd75d3e55e4c058b32a5068d108fb82b560609a94fdaa13b5e78267f8ead5e88f25225cffe2ba6911b4f920511e865a0fff5263647a253,0x3ac9847e6386faf2edaf387c4a56728a6c9cc59f87e58c6b826718c4c96101a03ad04ba9924fee37a199b3d766ba34958adfe7602ea8baa8409f57f1849401732c,0x1cd9306b89f4f5cc37a8c6f81aa38940d8a4edd78e515c0a6bd75f52886d43c91231a4d29bfcefadb1e5baf237ec8c7b6288de4094e10f0c6529ea79069394405ba
